gameId,goldDiff,expDiff,champLevelDiff,isFirstTower,isFirstBlood,killedFireDrake,killedWaterDrake,killedAirDrake,killedEarthDrake,lostFireDrake,lostWaterDrake,lostAirDrake,lostEarthDrake,killedRiftHerald,lostRiftHerald,destroyedTopInnerTurret,destroyedMidInnerTurret,destroyedBotInnerTurret,lostTopInnerTurret,lostMidInnerTurret,lostBotInnerTurret,destroyedTopOuterTurret,destroyedMidOuterTurret,destroyedBotOuterTurret,lostTopOuterTurret,lostMidOuterTurret,lostBotOuterTurret,kills,deaths,assists,wardsPlaced,wardsDestroyed,wardsLost,hasWon
4504362586,-1260,888,0.2000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,13,2,0,1
4542620915,-1132,-2535,-0.4000000000000004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,178,3,3,1
4541287352,-3138,-1410,-0.7999999999999998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,14,0,1,0
4542546278,-5068,-2082,-0.2000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,12,3,3,0
4449362152,410,-305,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,32,3,7,1
4542414512,1110,98,-0.2000000000000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,16,1,1,1
4533243917,-1184,-801,-0.4000000000000004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,15,2,2,0
4520365724,25,14,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,12,2,2,1
4518148143,2849,4788,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,11,2,0,1
4529130512,-656,-201,-0.4000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,15,0,3,0
4510368652,-1222,-306,-0.4000000000000004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,14,3,1,0
4544766758,-3099,-2381,-0.6000000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,16,1,3,0
4508298072,-1720,-1456,-0.4000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,16,3,3,0
4545221828,-1471,-144,-0.2000000000000001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,15,0,3,0
4425956697,-2649,-1695,-0.4000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,15,3,3,0
4545018603,177,-552,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,21,1,2,0
4518959495,3608,2998,0.7999999999999998,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,14,2,1,1
4546502850,3673,472,0.4000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,12,1,1,1
4542436850,3499,3931,0.6000000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,14,15,1,0,1
4544982472,1453,-303,-0.2000000000000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,17,3,2,1
4500978623,3512,3588,0.7999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,11,2,2,1
